fileName,surfaceArea,compactness,boundingBoxVolume,diameter,eccentricity,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,A3_8,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D3_7,D3_8,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8
m1073.off,0.499005357,0.26977557,0.898179435,1.090316606,2.25687596,1105,2046,2059,1398,854,449,207,79,157,511,912,1406,1776,2154,1110,171,223,860,1662,2032,1762,1133,453,72,127,672,1440,2191,1970,1199,508,90,276,1147,1998,2203,1641,726,189,17
m1074.off,0.826859793,1.436151428,0.429908176,1.06214308,2.099124109,640,1251,1159,836,479,265,131,45,186,362,617,1077,1349,688,353,174,264,892,1533,1394,559,155,8,1,121,525,1096,1361,1064,508,114,17,163,619,1034,1277,961,528,188,36
m1080.off,0.798443506,0.446125301,0.875343598,1.268273972,3.633882626,3176,4420,3681,2580,1761,1180,723,258,171,863,2591,3504,5119,3473,1514,544,971,2923,4150,4337,3041,1594,629,134,705,3172,5245,4807,2646,940,236,28,1003,3918,5541,4308,2211,643,136,19
m1020.off,3.357075074,37.19997761,1.227337508,1.244200981,1.713421714,2731,4469,4298,3029,1900,1178,545,195,140,169,574,999,5721,6184,3995,563,1479,4114,5800,4415,2013,413,101,10,1058,3535,5718,4692,2416,795,116,15,1564,4857,5890,3984,1579,393,67,11
m1018.off,5.732502376,157.4586383,1.146485263,1.278335449,3.497905008,2162,2288,2363,2316,1275,681,423,158,294,2784,1272,584,623,191,4071,1847,961,1505,1876,1665,1795,2979,841,44,795,1770,2184,2443,2364,1429,548,133,1219,2958,3057,2371,1450,508,89,14
m1027.off,1.824305887,11.56133581,0.820275736,1.114417576,3.175639229,640,930,809,622,417,224,142,71,15,130,855,1138,786,527,274,130,202,569,772,857,705,588,128,34,237,587,838,958,724,362,123,26,284,748,939,893,604,287,89,11
m1011.off,0.926888994,2.393055785,0.654594631,1.032814163,6.724896055,1751,1806,1211,938,683,574,392,174,164,701,2547,1733,1774,431,135,44,1897,3000,1632,655,260,71,10,4,829,2832,2340,1044,342,113,24,5,2076,3857,1348,209,34,3,1,1
m1016.off,2.039652385,6.466846269,1.007755953,1.298164659,26.38387215,1829,996,511,391,352,421,481,324,1288,1511,1333,460,66,180,312,155,1724,1617,721,372,284,347,179,61,1157,2191,1097,560,203,60,33,4,1394,2417,1083,286,95,25,3,2
m1081.off,0.92224683,1.298873017,0.753231361,1.140677641,5.175851081,2651,3105,2254,1678,1246,930,678,305,495,947,1185,1798,1619,2358,2425,2020,898,2705,3158,2678,1784,986,492,146,502,2914,4454,3152,1320,403,89,13,752,3257,4271,2932,1190,343,89,13
m1072.off,0.218245998,0.031900919,0.284690061,1.029215703,2.990243067,239,308,278,214,156,82,48,31,9,31,26,66,175,323,522,204,141,315,495,290,64,33,10,8,105,268,349,321,217,70,16,10,132,294,372,269,172,75,30,12
m1086.off,0.502723748,0.456423958,0.099920079,1.002544721,19.52052039,1949,1234,725,566,481,523,513,256,596,1426,1562,1215,537,407,299,205,1019,1906,1283,966,653,331,85,4,292,1094,1887,1609,944,331,80,10,498,1372,1940,1485,705,202,42,3
m1044.off,0.40147169,0.038466328,0.993677093,1.353051937,1.67038503,746,1326,1352,982,557,329,176,76,236,739,1333,1584,1253,346,48,5,412,1223,1843,1423,556,75,10,2,203,655,1134,1414,1199,666,216,57,249,894,1398,1419,937,464,151,32
m1043.off,1.244014493,4.395076548,0.845028556,1.081231705,1.859882295,3222,5903,5329,3590,2263,1291,713,267,1178,4316,5906,4025,2969,2339,1424,421,1259,4458,6308,5426,3387,1347,353,40,628,3753,6680,6181,3590,1384,314,48,1098,5220,7336,5516,2503,740,152,13
m1088.off,0.919186092,0.448657883,0.993955258,1.359511746,2.46567262,3977,7471,6922,4814,2936,1736,926,318,2578,4355,4773,6185,7145,1677,1833,554,1479,5681,8954,7598,3914,1240,218,16,695,4365,8587,8886,4711,1514,303,39,1335,6156,9366,7661,3541,904,123,14
m1028.off,3.202581577,64.98690369,0.77174637,1.107336424,1.715069187,1500,2680,2648,2216,1294,543,251,68,59,1040,2460,2751,3299,981,219,391,698,1572,2189,2885,2740,708,304,104,398,1458,2241,2956,2754,1180,193,20,545,1688,2462,2575,2125,1375,361,69
m1017.off,1.938340241,16.75388015,0.380014198,1.07984867,25.96303024,4406,2283,1345,1482,1012,971,1226,562,5282,2835,1103,397,239,180,589,2662,4424,2231,1147,520,468,1054,2882,561,4972,2892,1911,1569,1096,558,235,54,6127,3398,1881,975,574,258,63,11
m1010.off,1.815187833,6.63679215,1.024153154,1.219368231,2.002123962,1054,1532,1301,954,663,419,224,110,89,1531,1823,1559,452,466,176,161,840,1961,1552,1069,587,195,46,7,528,1812,1871,1204,573,204,55,10,858,2189,1915,887,313,79,11,5
m1019.off,1.486642773,9.082115755,0.669684743,1.047303607,7.564516395,4072,3753,2425,2028,1568,1307,1025,412,2250,2692,2201,848,1957,2436,1902,2304,1744,3052,3063,2998,2468,1748,1425,92,1372,3580,4976,3824,1817,749,229,43,1896,4641,4861,3276,1339,451,108,18
m1026.off,1.601276036,3.549456962,1.132798756,1.271178608,1.624684151,252,340,318,244,155,95,81,34,57,211,393,352,193,151,44,118,91,321,318,220,287,162,97,23,91,401,393,302,195,89,41,7,119,402,458,317,143,58,17,5
m1021.off,1.899081861,6.091238904,1.596987133,1.265186929,29.08487277,2543,1491,836,643,593,541,601,391,169,736,920,1300,1541,1421,1130,422,1230,2254,1916,1179,654,286,104,16,685,2268,2302,1451,656,213,53,11,1140,3064,2175,837,302,98,16,7
m1003.off,2.687852533,31.97586247,0.987920548,1.141737153,1.293430415,1316,2033,1819,1390,872,571,333,119,224,1066,2217,2220,1805,644,147,130,529,1577,1961,2017,1568,589,159,53,416,1950,2634,2144,1025,237,43,4,914,2716,2583,1515,579,135,8,3
m1004.off,1.597300623,4.269343387,1.039684118,1.231119684,1.218664262,2076,3377,2833,2019,1378,875,483,199,119,126,499,1223,4651,3054,2696,872,1039,3093,4205,2836,1457,473,119,18,903,3261,4467,3130,1130,276,62,11,1303,4044,4169,2518,929,241,31,5
m1035.off,2.674700987,28.32873802,0.711107357,1.162162542,1.650764883,222,350,418,389,209,117,62,20,193,245,228,271,277,321,210,42,98,183,312,440,468,233,40,13,49,154,328,480,385,307,75,9,66,268,450,463,337,164,34,5
m1095.off,0.505199152,0.241353654,0.959380779,1.117607873,1.580756074,240,280,301,219,116,76,49,22,356,364,303,62,53,40,31,94,70,146,226,318,218,167,120,38,98,193,242,331,222,126,57,34,113,266,315,293,177,95,31,13
m1061.off,0.934024457,0.837223824,0.969490433,1.235110992,4.167069483,172,254,221,176,117,85,35,18,30,94,144,183,252,212,128,35,53,115,211,266,186,150,66,31,40,132,193,305,245,129,28,6,63,142,224,273,191,137,40,8
m1059.off,0.479061653,0.202043076,0.45557043,1.121042734,3.278024026,150,290,227,156,100,73,42,20,53,149,235,360,158,96,3,4,107,290,295,224,110,24,5,3,63,187,290,290,141,62,15,10,104,233,278,240,119,56,24,4
m1066.off,0.2890484,0.061366311,0.2082739,1.062096738,3.582607236,318,408,393,352,202,132,64,35,10,0,0,0,511,825,429,129,291,635,684,261,15,7,6,5,136,479,624,474,153,22,12,4,166,499,558,402,201,58,15,5
m1050.off,0.712189797,1.085070923,0.349881999,1.032892948,3.743352182,804,1413,1192,862,543,374,163,59,181,840,1091,1116,1046,869,243,24,259,951,1511,1443,775,326,124,21,157,768,1354,1506,1142,400,76,7,139,689,1234,1390,1145,589,199,25
m1068.off,0.638272582,0.207849726,1.245033984,1.287889625,3.634413715,209,337,305,211,127,102,58,17,50,78,140,226,326,365,126,55,80,160,343,343,253,125,44,18,66,202,291,440,253,89,24,1,70,248,312,342,234,124,33,3
m1057.off,0.638272589,0.207849732,1.245033988,1.287889625,3.634413655,202,336,306,219,158,87,38,20,50,78,140,226,326,365,126,55,64,174,335,336,267,136,41,13,70,203,349,392,244,91,13,4,90,257,374,332,224,73,12,4
m1005.off,0.613977207,0.572422392,0.239736374,1.066900245,7.705868809,3899,4398,2949,2134,1683,1354,1042,371,257,954,1286,2579,3331,4186,3999,1238,1891,5809,5085,2698,1449,654,203,41,653,3241,5688,4907,2372,780,166,23,1104,3945,5837,4450,1920,493,73,8
m1002.off,5.102825402,343.6217021,0.85610034,1.058991277,1.532860003,1736,1821,1470,1224,907,608,370,124,113,67,135,2152,3424,1529,567,273,2345,2699,1740,1089,293,73,19,2,1931,2717,1939,1084,411,142,27,9,1972,2840,1921,945,383,156,34,9
m1069.off,0.562534909,0.137136442,1.543770053,1.295835039,5.283680444,2910,4630,4001,2902,1982,1204,613,176,2164,5207,7264,3652,79,26,8,18,947,2307,3463,3817,3550,2794,1373,167,483,2222,4217,4923,3862,1907,693,111,788,3421,5288,4803,2822,1087,196,13
m1056.off,0.697841362,0.838494607,0.601246415,1.067321932,4.798648637,2948,4052,3538,2518,1671,1133,615,210,903,1375,1938,2808,5961,2814,748,138,1344,3494,4462,3973,2124,971,266,51,530,2448,4228,4380,3211,1472,376,40,985,3306,4647,3928,2530,1006,258,25
m1051.off,1.49418344,5.399572458,0.71216253,1.145009763,2.094078938,753,1333,1357,937,580,305,150,42,113,577,1208,1232,1457,645,204,21,273,800,1274,1505,1028,416,140,21,170,690,1180,1438,1225,588,147,19,212,799,1310,1401,1004,531,177,23
m1058.off,0.301199355,0.063075472,0.501698849,1.07923841,3.968287486,184,283,209,164,107,76,40,23,30,129,200,187,233,181,99,27,65,132,213,245,194,137,73,27,47,121,199,229,218,171,75,26,59,187,301,233,172,95,27,12
m1093.off,0.34323571,0.057186622,0.552908931,1.171064867,2.647549092,304,223,159,184,131,73,51,72,29,30,4,28,17,15,103,971,238,357,246,159,77,31,47,42,302,338,253,157,81,40,21,5,397,407,184,101,53,30,19,6
m1067.off,0.479061677,0.202043107,0.455570402,1.121042734,3.278024184,173,252,210,171,112,85,38,17,53,149,235,360,158,96,3,4,103,321,317,213,84,13,4,3,74,222,312,253,141,44,11,1,93,283,328,226,98,26,2,2
m1094.off,0.20464899,0.017709127,0.345455382,1.09935782,3.289248262,239,280,273,193,144,87,41,30,369,627,146,31,26,25,21,42,181,462,318,151,57,49,48,21,141,346,342,239,110,68,29,12,141,387,375,207,111,50,12,4
m1024.off,1.905261583,6.199779783,1.250344404,1.263518836,1.734505133,3735,4903,5344,3705,2269,1340,832,295,73,5,4590,3160,5221,5747,2604,1023,2112,3316,3964,6738,4483,1190,561,59,1382,4241,5600,4941,4196,1773,261,29,2243,6048,6389,4518,2226,863,131,5
m1023.off,2.18596046,12.01185663,1.168848521,1.212141314,1.739919336,440,654,556,430,292,160,95,31,61,105,236,751,437,377,340,351,132,388,513,588,578,314,119,26,109,392,599,614,496,325,96,27,221,677,721,543,317,132,38,9
m1015.off,0.954083604,2.764029632,0.2488582,1.022986478,5.018463751,234,298,252,215,136,122,47,21,140,196,182,189,322,232,55,9,127,278,380,298,139,86,15,2,42,211,320,370,255,106,17,4,48,200,347,359,242,92,26,11
m1012.off,1.222228178,4.237937397,0.694277697,1.078245156,1.351623317,617,656,554,403,330,216,118,56,124,89,324,1068,974,222,117,32,927,1042,610,218,122,24,6,1,725,1157,690,254,87,28,8,1,809,1113,665,267,74,14,6,2
m1046.off,1.328521946,3.360722901,0.644051359,1.168456928,7.01582792,2451,3023,2108,1671,1525,1061,563,179,469,3036,3271,3248,2169,325,43,20,816,2169,2656,2185,1847,1597,1132,179,287,1704,3004,3128,2499,1539,395,25,503,2172,3483,3123,2165,902,224,9
m1041.off,2.001715882,22.17410207,0.654316466,1.047274839,1.444531164,5262,10017,9906,6635,3887,2281,1137,365,85,42,130,132,3014,8537,19490,8060,3199,12513,14969,6917,1485,275,89,43,1900,11103,16101,8491,1617,215,53,10,3145,12808,14999,6969,1381,162,21,5
m1083.off,4.130495378,183.438158,0.214104684,1.057839832,1.702453081,5749,10631,10350,7600,4431,2280,1169,356,259,1027,5868,19032,16370,0,0,10,5096,15163,16247,5104,795,155,5,1,1509,7597,13482,12540,5764,1381,258,35,2394,9565,13392,10704,4967,1319,212,13
m1048.off,2.388578629,16.508167,1.373915377,1.201675171,7.840458857,7884,11017,9316,6934,4759,3336,1745,508,2419,10616,15949,16356,79,36,26,18,2208,5946,8124,8878,8889,6895,3827,732,1078,5828,10523,12097,9153,4887,1696,237,1671,7940,12839,11688,7742,2981,589,49
m1084.off,1.217841848,6.482699683,0.194593977,1.002697477,1.843518377,3999,7005,6683,5051,3011,1556,802,286,198,484,1237,5236,18952,2276,0,10,2057,6674,8383,7813,2483,681,256,46,1451,5750,9557,7903,2877,717,132,6,1624,5823,7741,7013,4148,1574,419,51
m1070.off,0.171754893,0.017323545,0.128092002,1.010839542,5.886062686,219,251,250,199,130,69,47,29,9,28,23,60,188,382,387,117,166,380,438,131,46,24,5,4,80,241,344,295,163,45,18,8,102,288,332,259,130,60,19,4
m1013.off,3.712216093,84.27344508,0.918372025,1.141656076,2.825177414,1063,1649,1311,910,647,413,273,99,145,195,536,1596,1995,1267,591,40,625,1763,1921,1277,515,197,60,7,539,1839,2029,1275,528,132,14,9,461,1635,1959,1412,600,225,57,16
m1014.off,3.83139347,103.6979801,0.724452823,1.120427571,1.340134114,2276,4257,3813,2777,1647,969,512,151,117,153,343,1798,5779,6453,1597,162,1224,4577,5844,3335,1045,279,85,13,535,3150,5329,4700,1996,542,123,27,976,4140,5428,3751,1612,410,75,10
m1022.off,2.652156779,25.11438498,0.905724192,1.18071831,7.701793407,2271,998,1101,1302,986,683,387,154,126,5655,497,276,117,141,676,394,2176,2461,775,404,381,1090,575,20,4134,959,723,1199,425,256,160,26,5095,1224,581,503,303,117,48,11
m1025.off,1.798808527,6.305895315,1.054437103,1.224245365,1.89612202,1274,1585,1344,966,681,462,267,117,43,389,948,1824,2976,417,16,83,1072,1614,1617,1573,558,195,60,7,670,1803,1860,1366,688,242,48,19,1068,2251,1824,967,434,122,24,6
m1071.off,0.301199362,0.063075477,0.501698848,1.07923841,3.968287445,180,255,229,159,119,76,50,18,30,129,200,187,233,181,99,27,66,156,250,260,183,102,51,18,49,139,290,258,211,111,24,4,100,221,248,223,167,85,32,10
m1085.off,4.281992129,264.7086203,0.179088901,1.013200458,1.780151751,5584,10666,10630,7663,4313,2277,1092,341,251,1095,5255,17667,15961,2327,0,10,4661,14772,17685,4619,725,97,5,2,1696,7059,12312,13320,6564,1391,211,13,2251,9097,12673,10995,5829,1511,199,11
m1076.off,0.211702172,0.025283474,0.285400282,1.053716206,10.82638857,3704,4084,3459,2432,1749,1294,830,328,3824,3715,3238,3665,2760,665,3,10,1516,3206,3857,4697,3261,970,312,61,956,3335,4553,4318,3009,1406,297,6,1207,4063,5010,3942,2338,1010,280,30
m1049.off,0.408823899,0.22246426,0.241960862,1.01911976,5.895202777,3468,4754,3756,2890,2120,1350,695,215,4457,2954,3337,4234,3247,919,76,24,2130,5565,5849,3782,1563,316,32,11,359,2113,4392,5427,4314,2059,507,77,640,3062,5114,5324,3508,1322,253,25
m1040.off,0.512102267,0.038337864,1.233819383,1.529000013,1.609343042,716,1393,1348,929,589,340,159,70,237,705,1378,1523,1324,367,5,5,314,1037,1703,1587,746,143,12,2,214,813,1407,1564,1055,419,66,6,258,1046,1481,1432,910,332,76,9
m1047.off,0.535906584,0.46235389,0.345852428,1.032878537,3.683420569,5612,8851,8840,6657,4317,2205,948,285,194,35,4127,12965,10992,5455,3213,734,3866,6803,12188,10928,3354,518,42,16,1611,4972,7611,9260,8886,4540,773,62,1828,6734,9399,9233,6761,3131,573,56
m1065.off,0.324036334,0.057840247,0.385526538,1.135687792,2.154438146,571,647,638,495,308,186,115,47,5,0,15,88,471,452,1442,534,451,677,795,802,255,18,2,7,343,829,754,530,383,143,19,6,275,950,835,507,279,117,37,7
m1091.off,0.831582917,1.312659204,0.453334349,1.081254449,1.895214825,433,578,462,423,274,155,105,27,419,864,766,282,45,23,25,33,394,791,713,347,85,55,54,18,297,842,724,351,143,66,26,8,303,781,733,379,151,66,32,12
m1054.off,1.255427611,5.636911933,0.775045721,1.042052074,1.514073672,1700,3237,3192,2159,1278,698,374,114,42,80,773,1986,2794,2953,2821,1303,579,2226,3398,3345,2280,818,99,7,287,1538,2888,3310,2768,1401,500,60,469,2131,3442,3331,2123,921,288,47
m1098.off,0.888856464,1.061526265,0.913993584,1.158140243,1.561134043,600,826,769,481,341,210,144,68,124,159,702,1235,560,261,245,153,291,635,847,861,479,227,89,10,234,802,978,744,468,168,40,5,315,957,990,637,349,153,33,5
m1053.off,1.328521946,3.360722901,0.644051359,1.168456928,7.01582792,2586,3072,2131,1636,1443,1082,481,150,469,3036,3271,3248,2169,325,43,20,942,2485,2779,2209,1851,1565,715,35,355,1784,2939,3124,2519,1448,379,33,457,2082,3348,3200,2151,1045,274,24
m1007.off,3.442119234,116.60469,0.524151409,1.041423591,3.473259398,1332,1803,1762,1408,771,494,290,70,137,180,1275,838,945,997,2052,1506,538,1039,1584,2030,1547,971,136,85,221,894,1732,2014,1654,952,408,55,351,1466,2159,1974,1238,550,162,30
m1038.off,0.588838347,0.517734562,0.163847984,1.062463393,117.8120923,1722,1325,1043,755,522,440,396,307,73,111,1116,1896,1496,1170,470,178,1168,2070,1838,1032,316,58,23,5,1051,1841,1759,1160,511,152,28,8,1878,3066,991,401,124,32,14,4
m1000.off,1.57590225,6.146513361,0.897143179,1.150783498,2.339251908,2701,4846,4456,3175,1977,1183,576,191,148,151,310,920,4026,6061,6365,1124,922,2915,4643,4849,3606,1597,521,52,430,2599,5164,5672,3534,1339,324,43,889,4137,6075,4847,2329,698,114,16
m1009.off,1.690241992,12.97818308,0.336013617,1.052218468,10.86771658,1870,898,562,441,418,363,482,297,198,2961,1178,322,223,284,151,14,2355,1393,568,364,360,206,77,8,2769,1612,578,255,83,23,8,3,2693,1646,647,225,81,27,10,2
m1055.off,0.826611413,1.912372134,0.250418727,1.012486148,3.356619915,4524,8032,7285,5288,3399,1891,952,297,1350,7397,14581,8149,151,16,8,16,4341,11984,10034,4558,693,35,11,12,810,4669,8334,8904,6104,2422,388,37,1178,5498,8920,8483,5277,1927,363,22
m1090.off,0.580239138,0.362279294,0.337251625,1.119343504,3.561504059,1260,1165,992,777,524,346,316,102,224,1639,2017,947,488,82,56,29,1092,1824,1427,606,256,158,110,9,1020,1951,1409,688,286,110,13,5,1174,2111,1190,606,277,100,20,4
m1064.off,0.216580568,0.010933487,0.549757418,1.225604718,2.419755191,404,552,679,477,274,168,85,42,196,552,504,1098,277,49,0,5,276,415,782,828,349,23,5,3,114,425,514,614,518,384,95,17,182,562,638,563,376,244,95,21
m1008.off,1.900489658,7.336437298,1.137499044,1.227021991,1.665182268,1121,1205,998,807,581,372,223,76,112,231,3125,1613,138,100,51,13,2553,1202,795,520,209,74,25,5,2430,1956,654,241,73,24,4,1,2181,2229,725,177,54,12,3,2
m1001.off,1.322980693,5.92316714,0.486810647,1.060925483,3.282430234,1979,2853,2379,1719,1097,709,502,193,466,744,1570,5095,2093,1270,155,38,1757,4293,3330,1289,451,224,65,22,1046,3425,3979,2077,683,183,32,6,1132,3117,3404,2229,1079,359,89,22
m1006.off,1.070343463,1.944135808,0.814851089,1.148967135,1.514634687,3056,4081,3180,2266,1668,1110,695,277,23,220,1495,6053,6586,1653,188,115,3228,5980,4630,1735,563,158,34,5,2793,6359,4645,1944,476,99,15,2,3365,7084,4145,1373,306,51,7,2
m1039.off,2.143688012,32.48297257,0.223035449,1.016963318,16.95525755,1194,911,522,404,414,415,283,116,104,72,96,294,733,805,1407,748,949,1529,931,457,200,83,77,33,419,1214,1325,776,373,106,40,6,313,999,1186,944,500,225,68,24
m846.off,3.867617202,100.0221071,0.217334093,1.132503452,39.37310125,329,235,149,121,105,61,66,35,265,196,318,109,56,20,65,72,106,161,298,184,169,100,63,20,190,184,206,189,187,97,29,19,558,358,67,24,31,43,14,6
m838.off,2.804192589,55.86839532,0.278411632,1.062616801,12.40091365,525,460,297,333,254,159,90,44,15,70,119,193,207,533,540,485,163,440,398,287,226,282,272,94,83,314,437,497,470,266,85,10,87,358,520,560,399,188,43,7
m801.off,2.144476715,19.5998372,0.268570393,1.106502457,5.978031551,1419,2143,1632,1077,871,523,371,152,151,2014,1288,1744,638,691,1192,470,575,997,2119,1873,1379,659,427,159,436,932,1230,1774,1917,1281,529,89,517,1467,1815,1732,1426,905,288,38
m837.off,1.873265702,19.98821408,0.227795508,1.030792266,19.2208839,3629,3585,2524,2279,1794,1095,777,280,1238,595,1821,1513,1000,4178,3036,2582,1365,1868,3205,4012,1879,1383,1844,407,741,1812,2782,3707,3485,2009,1230,197,911,2560,3355,3800,3240,1622,424,51
m842.off,1.068704737,3.400049521,0.116820971,1.045960103,25.3368839,323,279,191,199,142,85,87,51,69,249,165,411,347,16,53,47,121,287,341,232,164,141,43,28,42,168,268,322,281,180,83,13,47,236,316,320,254,123,54,7
m843.off,3.356706243,86.88104646,0.217230353,1.080114062,17.73668302,2120,1705,1082,987,882,594,472,243,182,817,1382,1318,543,838,2106,899,630,1305,2254,1098,1310,556,681,251,390,1092,1792,1999,1514,930,319,49,440,1560,2077,1822,1309,648,187,42
m872.off,1.644280025,8.023721671,0.16397002,1.124412609,9.435598067,495,365,304,593,298,91,57,26,206,321,528,353,202,131,61,427,306,0,484,353,2,0,411,673,275,401,168,123,45,99,745,373,424,482,439,244,3,142,481,14
m859.off,9.528144283,815.068284,0.218805672,1.253061219,9.373818747,489,627,472,391,259,171,103,44,85,295,358,584,377,537,232,88,102,478,694,560,368,237,104,13,86,412,725,641,422,204,56,10,44,324,519,717,564,291,85,12
m832.off,2.608299807,40.7724179,0.17089306,1.080068921,8.566945591,350,413,384,336,270,106,87,20,64,104,316,221,532,418,46,265,204,122,522,418,160,418,98,24,178,239,258,276,360,301,291,63,172,279,373,329,311,275,195,32
m803.off,1.157419542,2.704095,0.533188034,1.130860081,4.945086369,289,302,256,191,130,79,51,20,152,151,227,402,21,18,199,148,85,181,235,384,196,93,104,40,82,189,257,300,239,159,67,25,121,276,315,263,187,108,40,8
m869.off,3.061186212,63.29921845,0.161101955,1.087373994,14.87624045,493,571,384,298,181,153,95,80,534,275,311,212,332,158,154,280,189,263,529,579,309,224,116,47,220,323,340,440,434,312,171,16,414,375,476,447,259,195,71,19
m428.off,1.757944419,12.36614858,0.264609923,1.081759254,28.46483206,1911,1710,1545,1401,903,566,407,155,210,1336,1644,1278,2200,668,456,806,1539,1971,2357,2369,301,27,18,16,954,2298,2390,1577,1087,259,21,12,804,2690,2971,1657,395,48,24,9
m410.off,8.834823901,355.5505219,0.59762534,1.385529747,4.047022948,214,288,239,190,122,82,55,27,432,347,61,0,81,204,59,33,116,200,352,265,174,71,28,11,134,280,353,276,132,34,7,1,114,308,277,251,153,85,24,5
m426.off,2.159183971,6.600952991,0.356908113,1.331100489,39.15805262,1090,810,550,457,419,316,235,118,73,577,763,1020,814,363,299,86,416,794,928,659,642,417,122,17,425,850,1091,877,514,194,38,6,532,795,925,840,535,274,85,9
m421.off,4.180621341,107.1822461,0.190889381,1.163948416,19.77845966,1304,1543,1232,1108,808,508,219,131,71,430,1103,1321,1452,1246,1038,192,345,1168,965,1144,1100,977,848,306,226,616,1002,1421,1472,1187,732,197,575,885,1043,1225,1300,1195,566,64
m486.off,1.212092058,6.00428125,0.088780077,1.013191235,36.04389948,542,297,261,445,339,121,76,20,24,8,133,45,0,65,206,1620,1180,153,133,172,25,79,12,347,658,487,277,245,211,182,31,10,403,543,326,333,270,156,54,16
m444.off,3.987923159,161.8604151,0.227897161,1.061329922,7.64202099,661,807,680,493,347,273,176,71,181,236,304,521,1387,509,162,208,444,745,1210,644,318,115,30,2,246,761,973,889,442,146,40,11,284,795,1006,799,430,147,39,8
m420.off,7.028547416,342.9560685,0.274876423,1.243254863,8.76577583,1442,1537,1427,1200,874,434,204,107,14,4,1644,1688,1481,1812,554,28,395,1246,933,1132,1795,1062,531,131,402,804,1135,1733,1329,1017,653,152,558,1357,1146,1279,1265,1116,462,42
m427.off,7.742805956,235.4388674,2.006436085,1.389323197,3.438270765,1579,1709,1808,1530,939,573,238,89,599,1152,1223,955,1955,2034,393,154,1085,900,1101,1197,1735,1804,617,26,839,1411,1154,1274,1445,1376,816,150,1063,1989,1851,1479,1101,683,254,45
m418.off,7.303542761,235.5971614,0.473242658,1.349187281,2.645586677,258,323,375,343,177,57,26,17,219,174,156,403,168,232,174,50,87,152,80,279,187,385,340,66,93,183,119,203,155,398,343,82,187,349,211,127,285,308,107,2
m411.off,4.344400074,86.75404715,0.353511844,1.229090159,6.334419492,371,434,342,324,243,142,67,29,895,227,263,321,225,13,0,8,235,233,438,348,309,280,97,12,260,369,441,526,273,78,4,1,250,405,419,381,303,151,39,4
m416.off,12.06987422,2564.24593,0.2126251,1.165087525,10.88481422,1674,1602,1143,937,671,486,375,168,1122,1007,906,1033,788,1363,777,60,616,1591,1815,1614,650,424,315,31,499,919,1625,2002,1276,517,183,35,564,1489,1586,1602,1148,517,134,16
m429.off,10.37393581,556.8501956,1.079517726,1.393207621,24.6315616,3424,2545,2538,2506,1369,1056,603,271,134,2379,1252,3284,311,2864,4049,39,2124,1153,2576,1593,970,4271,896,729,2226,2246,2364,1603,1851,1928,880,1214,2909,3274,3119,2569,1592,641,176,32
m442.off,3.473822176,111.8426396,0.291686113,1.05350439,8.729986777,5463,6532,4783,3634,2622,2085,1190,469,3602,10180,9476,3087,253,10,66,104,7497,12731,5320,1031,159,37,2,1,2608,9674,9650,3940,780,101,20,5,1919,6756,8624,6103,2617,630,111,18
m445.off,3.426597294,40.81051181,0.552618337,1.237760596,11.11851919,425,470,352,294,224,129,86,40,104,325,347,279,450,320,180,15,189,228,426,534,313,204,100,26,164,331,372,417,416,217,80,23,251,396,489,448,266,136,29,5
m474.off,2.500803943,5.889911535,0.926414374,1.460008844,7.880483457,284,125,363,319,189,42,21,18,10,8,2,6,33,375,293,634,196,85,47,2,21,674,6,330,211,42,154,175,159,77,21,522,359,288,38,164,152,221,114,25
m469.off,1.982843858,5.828381747,0.553256553,1.302327024,7.159162556,400,290,340,238,192,122,82,38,21,138,206,117,381,468,104,267,295,592,116,190,270,164,43,32,258,399,342,342,200,107,44,10,348,489,439,284,104,34,3,1
m493.off,4.601978918,201.4990151,0.214646094,1.099243612,15.11864544,709,670,658,544,401,232,131,59,24,41,78,351,854,348,785,923,535,1147,480,233,152,263,304,290,324,1103,740,555,395,174,81,32,288,863,904,643,400,190,86,30
m467.off,0.62951146,0.752866635,0.061425574,1.032086121,71.27404008,3101,1282,718,814,623,509,839,448,1156,1266,16,56,0,2096,2156,1588,2263,1999,584,151,527,1056,1081,673,1829,2060,1729,1501,625,371,177,42,1665,2627,1997,1185,579,211,60,10
m460.off,7.327489555,307.1687276,0.683602839,1.292950495,3.004367603,648,1010,1171,948,570,260,104,37,360,1001,728,1615,758,278,4,4,217,499,544,819,1397,652,584,36,130,351,470,744,930,992,913,218,229,563,872,912,892,735,438,107
m433.off,6.368780361,154.6503002,0.32588609,1.351460843,48.27738445,693,467,350,235,205,188,163,79,12,2,174,565,1400,209,14,4,443,773,553,432,144,25,7,3,344,684,736,422,151,28,10,5,501,601,723,391,131,25,6,2
m405.off,16.84938883,2010.772598,0.875457182,1.43350334,3.315345617,3031,5068,4926,3689,2497,1164,479,127,622,3096,6341,3867,4870,1821,341,23,1000,2551,3259,4375,5239,3622,862,73,486,2019,3724,4783,5103,3642,1149,75,762,2975,4775,5146,4244,2399,627,53
